s,p1,p2,p3,R11,R21,R31,R12,R22,R32,R13,R23,R33,v1,v2,v3,u1,u2,u3,Lb,L1,L2,L3,L4
0.10500000000000001,0.038785880570702397,-0.027188300501592648,0.083219048076941721,0.89345512443440755,0.24236020791285084,-0.37813696747831926,0.14371215141019142,0.64340069150499257,0.75192660573974723,0.42553079531793336,-0.72616492418635747,0.54001717344317868,0.01110377226831619,-0.0081298538294264141,0.96424665635451645,10.085976865419903,-5.4216611989749648,2.5249029601220974,0.1012557091075892,0.10983831623151552,0.092748517064200356,0.090974118270151713,0.10121876258158186
0.11000000000000001,0.040799881477261858,-0.030795295294191095,0.085704083226517097,0.90733056644629895,0.22833457876273772,-0.35298747835267524,0.15226936642877822,0.60415455228623016,0.78219043706657976,0.39185898540419717,-0.76346446747443586,0.5133972314808507,0.010424181656765319,-0.0094444067583032282,0.96423706805516252,9.3729919040107337,-6.3195003713143212,2.5259307075802102,0.106077420474384,0.11514712400282981,0.097086770079576584,0.095302222214329033,0.10593568644435764
0.115,0.042637572355448683,-0.03457712912139755,0.088062652661978325,0.92186348157580489,0.20940020070244367,-0.32604799038411847,0.1574737571092672,0.56637613198451131,0.80896437656782094,0.3540614426846948,-0.79710825074388181,0.48914502317230046,0.0096406500106160954,-0.0106546245914105,0.96422746806607862,8.553791676256008,-7.1540977651833311,2.5268204002444317,0.11089910587604615,0.12041766945941808,0.1014631889076376,0.099637344434493971,0.11075546143743803
0.12000000000000001,0.044279952290016557,-0.038514956165630457,0.090307409998782284,0.93643773015054654,0.1856872570708514,-0.29765258139436168,0.15926599621216539,0.53097420937486473,0.83228588933291681,0.31259083816239158,-0.82679990774037637,0.46764851139255009,0.0087604101975817302,-0.011750777308189546,0.96421829131710923,7.6363887169783977,-7.9171743956621068,2.5274977677611905,0.1157207662142908,0.12564485674328355,0.1058828678885111,0.10397956496085586,0.11568275946057792
0.125,0.045709898811377929,-0.042588556794032881,0.092453001552805364,0.95043723048486273,0.1574712803666575,-0.26807247308419774,0.15773268266041102,0.49882804698369215,0.85222857219244219,0.26792331192874591,-0.8522847063593032,0.4492634751792961,0.007792047054566667,-0.012724973496138691,0.96420990456247135,6.6298608619346471,-8.6010937699514578,2.5280138734195652,0.1205424035805253,0.130823994056606,0.11035050340503964,0.10832854986974993,0.12071770049923597
0.13,0.04691283674803131,-0.046776697971979746,0.094515610880525625,0.96327954801904203,0.12514787253690984,-0.23752921387357206,0.15310211296093387,0.47075004836202095,0.86888147716729436,0.22055414286099209,-0.8733531274794939,0.43430086325403616,0.006745147511513231,-0.013570846811513743,0.96420259270633901,5.5442145625069656,-9.1990406671163676,2.5284217385684782,0.12536402086362591,0.13595089022211526,0.11487029461930451,0.11268356570183287,0.12585603697034059
0.13500000000000001,0.047876926155331852,-0.051057344086618592,0.096512743273968762,0.97443051200053854,0.089226459985843068,-0.20619580018094991,0.14574284078246108,0.44746899093252579,0.88233973327089432,0.17099301766440117,-0.88984062911110806,0.42302162443768598,0.0056301756429882992,-0.014283436406853459,0.96419655577598162,4.3903241177070997,-9.7050793608682149,2.5287490899757299,0.13018562165762615,0.14102188790791892,0.11944590949802662,0.11704348103725884,0.13108918096847916
0.14000000000000001,0.048592856307176031,-0.055407764210548729,0.098463071437137284,0.98342211076073016,0.050321803206971473,-0.17419619777581655,0.1361441831894305,0.42961021394886706,0.89268778451151332,0.11975819407093158,-0.90161578179197654,0.41563454672725914,0.0044583364900582911,-0.014858968025823307,0.96419193135932502,3.1798190877574308,-10.114167541772067,2.5290327345879589,0.1350072100545115,0.1460338806397754,0.12408046790401495,0.12140679697221185,0.13640451112230897
0.14500000000000002,0.049053496497500931,-0.059804466118157332,0.10038640775831636,0.98987889572538945,0.0091451046825284654,-0.14160435502781815,0.12489026198890688,0.41766595947775942,0.89997265278122107,0.067372717285690983,-0.90856070783245524,0.41229325246398368,0.0032414067813468644,-0.015294512797567331,0.96418882803062211,1.9249565866903184,-10.422172340932315,2.5293859659568465,0.1398287904252945,0.15098434706062042,0.12877650853573375,0.12577168707206424,0.14178570536483123
0.15000000000000002,0.04925440285973795,-0.064223533491367668,0.1023029919714103,0.99353127948675934,-0.033535871319660973,-0.1084732375990678,0.11263357597444007,0.41197936694749143,0.9041997489420095,0.014363728487931771,-0.91057971519820291,0.41308867813208727,0.0019914996424660911,-0.015587856129066168,0.96418731604539021,0.63841816232019033,-10.626000464430163,2.5298856743181339,0.1446503673822043,0.15587139943187031,0.13353593798953162,0.13013611434964312,0.14721387877067516
0.15500000000000003,0.049193918878868759,-0.068640799325951934,0.10423320813694903,0.99422354306315464,-0.07691080867881199,-0.074842832060124695,0.10008221579336908,0.4127353555086638,0.90532814194123157,-0.038740305963963308,-0.9075992977624826,0.41804643232152772,0.00072095883182481785,-0.015737412769965122,0.96418743012646746,-0.66678324360640895,-10.723638536644566,2.5305455147494396,0.14947194569687045,0.16069379893947239,0.13836001455249891,0.13449787240645628,0.15266800341801975
0.16,0.048872975101987508,-0.073031822319777631,0.10619744256943542,0.99191857303999709,-0.12014280544621431,-0.040748882554685686,0.087970459075068522,0.4199553147789617,0.90326544289101951,-0.09140846610873285,-0.89956161592293638,0.42712720868987142,-0.00055766940951618572,-0.015742155873814782,0.96418917933653159,-1.9774142463528745,-10.714132577429357,2.5313502680100251,0.15429353020108813,0.16545095655183883,0.14324934729535521,0.13885465760038032,0.15812561368762959
0.16500000000000001,0.048294857894473034,-0.077371535870307609,0.10821604897814674,0.98670687436075144,-0.16238744723424806,-0.0062373764793871717,0.077016818151096803,0.4334855900226296,0.89785708528954089,-0.14309874651752189,-0.88641334585753961,0.44022593670908561,-0.00183162153583256,-0.015601497597078148,0.96419257335897823,-3.2801356939102395,-10.597567866834053,2.5323318872290037,0.15911512573476319,0.17014294292249801,0.14820388727304437,0.14320418215371344,0.16356384942091817
0.17000000000000001,0.047465604350272333,-0.081634790293452553,0.11030850839790331,0.97879440459714329,-0.2028363228204656,0.028609843149226322,0.067895432166230105,0.45300750166844728,0.88890906982425866,-0.19326607598721746,-0.86812689873801197,0.45716951008658646,-0.0030881096795029122,-0.015315404106815981,0.96419759556108753,-4.5617522081499429,-10.375118757616907,2.5334742262918994,0.16393673708810119,0.1747704884313645,0.15322292495815693,0.1475443081401992,0.16896079064848651
0.17500000000000002,0.046394046775197574,-0.085796573499466469,0.11249312009473898,0.9684998238833612,-0.24073404218646041,0.063666258789591076,0.061220634287765113,0.47803976919330188,0.87619381698476062,-0.24136594934697864,-0.84470508435855263,0.47771662691886524,-0.0043143957149965008,-0.014884414188834964,0.96420419508264976,-5.8093201657503046,-10.049054817229139,2.5346890022891877,0.16875836893874482,0.17933498125186614,0.15830509118016148,0.15187310055733519,0.17429599823308861
0.18000000000000002,0.045091655369252255,-0.089831984936857096,0.11478689615013155,0.95624357912925728,-0.27539355964232992,0.098754191532324162,0.057520541302522515,0.5079499139688769,0.85946042099811415,-0.28685332233880811,-0.81618307527897127,0.50156073019542946,-0.0054978364313635402,-0.014309750596969808,0.96421228624913258,-7.0102393604881312,-9.6226817231477675,2.5358595771334,0.17358002577130577,0.18383844820973111,0.16344837623600481,0.15618889256032628,0.17955116217800438
0.185,0.043572546963745788,-0.093715821745073757,0.11720552268591571,0.94253538551078642,-0.30621603520935081,0.13363175526319249,0.057194771003091664,0.54196455154161149,0.83844787402442489,-0.32917282105734524,-0.7826329735855394,0.52833052934631186,-0.0066258737380580652,-0.01359348047528031,0.96422176996871056,-8.1523298400896262,-9.1002814316948335,2.5369454720033131,0.17840171172115435,0.18828353220773889,0.16865015354637825,0.16049039513480007,0.18471117287613126
0.19,0.041853549366646772,-0.097423574286689893,0.11976254988524013,0.92793986034035691,-0.33272508155673824,0.16798990322782165,0.060506852577845417,0.57920877776944657,0.8129229742120806,-0.36778428984039868,-0.74418672620122395,0.55759952987306749,-0.0076864676853067825,-0.01273885017824012,0.96423247837297044,-9.2241123545108774,-8.4870764864046677,2.5378872337043537,0.18322343045359762,0.1926734520369924,0.17390721733281364,0.16477676048636308,0.18976477331962305
0.19500000000000001,0.039954123043569545,-0.10093178396060946,0.12246911529529105,0.91306349041532764,-0.35458058662630182,0.20145088582912246,0.067576489914845578,0.61872141829486615,0.78269375811874897,-0.40217152021520902,-0.70104252951960522,0.58889030289690292,-0.008668245439635314,-0.011750406140241719,0.96424415411239039,-10.214921931317136,-7.7891991155545703,2.5385814561983033,0.18804518511910354,0.19701198519770219,0.17921579882763639,0.16904761213510358,0.19470486904620815
0.20000000000000001,0.037896267549349043,-0.10421790770166464,0.12533401771210487,0.89853519525230885,-0.37158129125996647,0.23357304955977667,0.078365436050876119,0.65947801230121461,0.74762347688058506,-0.43184118908885977,-0.65346790881217909,0.62168041100949212,-0.009560613574201203,-0.010634234381168233,0.96425646451221758,-11.114923750961351,-7.0136220369443496,2.5389610230909936,0.19286697802551533,0.20130342967614009,0.18457160491426794,0.17330305528111994,0.19952871112452514
